x_m,y_m,w_tr_right_m,w_tr_left_m
0,-961.75,7.62,7.62
0,-963.27,7.62,7.62
0,-964.8,7.62,7.62
0,-966.32,7.62,7.62
0,-967.84,7.62,7.62
0,-969.37,7.62,7.62
0,-970.89,7.62,7.62
0,-972.42,7.62,7.62
0,-973.94,7.62,7.62
0,-975.46,7.62,7.62
0,-976.99,7.62,7.62
0,-978.51,7.62,7.62
0,-980.04,7.62,7.62
0,-981.56,7.62,7.62
0,-983.08,7.62,7.62
0,-984.61,7.62,7.62
0,-986.13,7.62,7.62
0,-987.66,7.62,7.62
0,-989.18,7.62,7.62
0,-990.7,7.62,7.62
0,-992.23,7.62,7.62
0,-993.75,7.62,7.62
0,-995.28,7.62,7.62
0,-996.8,7.62,7.62
0,-998.32,7.62,7.62
0,-999.85,7.62,7.62
0,-1001.4,7.62,7.62
0,-1002.9,7.62,7.62
0,-1004.4,7.62,7.62
0,-1005.9,7.62,7.62
0,-1007.5,7.62,7.62
0,-1009,7.62,7.62
0,-1010.5,7.62,7.62
0,-1012,7.62,7.62
0,-1013.6,7.62,7.62
0,-1015.1,7.62,7.62
0,-1016.6,7.62,7.62
0,-1018.1,7.62,7.62
0,-1019.7,7.62,7.62
0,-1021.2,7.62,7.62
0,-1022.7,7.62,7.62
0,-1024.2,7.62,7.62
0,-1025.8,7.62,7.62
0,-1027.3,7.62,7.62
0,-1028.8,7.62,7.62
0,-1030.3,7.62,7.62
0,-1031.9,7.62,7.62
0,-1033.4,7.62,7.62
0,-1034.9,7.62,7.62
0,-1036.4,7.62,7.62
0,-1037.9,7.62,7.62
0,-1039.5,7.62,7.62
0,-1041,7.62,7.62
0,-1042.5,7.62,7.62
0,-1044,7.62,7.62
0,-1045.6,7.62,7.62
0,-1047.1,7.62,7.62
0,-1048.6,7.62,7.62
0,-1050.1,7.62,7.62
0,-1051.7,7.62,7.62
0,-1053.2,7.62,7.62
0,-1054.7,7.62,7.62
0,-1056.2,7.62,7.62
0,-1057.8,7.62,7.62
0,-1059.3,7.62,7.62
0,-1060.8,7.62,7.62
0,-1062.3,7.62,7.62
0,-1063.9,7.62,7.62
0,-1065.4,7.62,7.62
0,-1066.9,7.62,7.62
0,-1068.4,7.62,7.62
0,-1070,7.62,7.62
0,-1071.5,7.62,7.62
0,-1073,7.62,7.62
0,-1074.5,7.62,7.62
0,-1076,7.62,7.62
0,-1077.6,7.62,7.62
0,-1079.1,7.62,7.62
0,-1080.6,7.62,7.62
0,-1082.1,7.62,7.62
0,-1083.7,7.62,7.62
0,-1085.2,7.62,7.62
0,-1086.7,7.62,7.62
0,-1088.2,7.62,7.62
0,-1089.8,7.62,7.62
0,-1091.3,7.62,7.62
0,-1092.8,7.62,7.62
0,-1094.3,7.62,7.62
0,-1095.9,7.62,7.62
0,-1097.4,7.62,7.62
0,-1098.9,7.62,7.62
